ID,Organizadora,Cargo,Ano,Materia,Assunto,Enunciado,Gabarito,URL
3012,"CEBRASPE (CESPE)","Aud CE (TCE-PA)",2016,"","","Com relação ao planejamento da auditoria, julgue o item subsequente. A importância da amostragem estatística aplicada à auditoria reside no fato de que a amostra examinada é selecionada cientificamente, o que implica dizer que os resultados obtidos são considerados válidos para a população, isto é, para o conjunto dos dados existentes. O método permite, assim, limitar a extensão dos testes realizados.",Certo,"www.tecconcursos.com.br/questoes/386860"
3013,"CEBRASPE (CESPE)","Aud CE (TCE-PA)",2016,"","","Com relação aos instrumentos de fiscalização da auditoria bem como ao seu planejamento e à sua execução, julgue o item seguinte. A amostragem estatística, por permitir a generalização de evidências encontradas pelo auditor a partir de uma amostra da população examinada, é especialmente recomendada a situações em que os itens objetos do trabalho apresentam características marcadamente distintas.",Errado,"www.tecconcursos.com.br/questoes/388595"
3014,"CEBRASPE (CESPE)","Ana (FUNPRESP-JUD)",2016,"","","Acerca de amostragem em auditoria, julgue o seguinte item. Uma das vantagens de se estratificar a população no processo de amostragem é reduzir o tamanho da amostra, sem aumentar o risco de amostragem.",Certo,"www.tecconcursos.com.br/questoes/1251117"
3015,"CEBRASPE (CESPE)","Ana (FUNPRESP-JUD)",2016,"","","Acerca de amostragem em auditoria, julgue o seguinte item. Na execução de procedimentos de auditoria, o uso da amostragem se restringe à amostragem estatística, que consiste essencialmente na seleção aleatória dos itens que comporão a amostra.",Errado,"www.tecconcursos.com.br/questoes/1251118"
3016,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2015,"","","Com relação às técnicas de amostragem estatística, julgue o próximo item. Situação hipotética: Um auditor, trabalhando sozinho na empresa auditada, decidiu avaliar quarenta processos. Para selecionar os processos que seriam avaliados, ele retirou somente os dois primeiros processos de cima de vinte pilhas sequenciadas, cada uma com dez processos, formadas por processos com conteúdos afins. Assertiva: Nesse caso, o auditor, ao valer-se da seleção da amostra por conveniência, atendeu às regras vigentes, mesmo com prejuízo de abster-se da aleatoriedade na obtenção dos itens.",Certo,"www.tecconcursos.com.br/questoes/340829"
3017,"CEBRASPE (CESPE)","AJ (TJ CE)",2014,"","","Acerca da utilização da amostragem na execução dos trabalhos de auditoria, assinale a opção correta.",B,"www.tecconcursos.com.br/questoes/211601"
3018,"CEBRASPE (CESPE)","ATCInt (MEC)",2014,"","","Em favor do tempo e do custo, o auditor pode utilizar métodos de amostragem estatística, bem como pode utilizar os métodos de não estatística para atingir o escopo de seus trabalhos. Contudo, no primeiro caso, às vezes, a variável explicativa não está disponível por falta de estatísticas. Nesses casos, o auditor poderá utilizar uma variável proxy, que substituirá aproximadamente aquela que ele está procurando. No entanto, é imprescindível que, a partir da seleção da amostra de auditoria, o profissional se esmere para obter evidência de auditoria suficiente e apropriada para sustentar a avaliação dos resultados da amostra. NBC T 11.11 – Amostragem (com adaptações). Tendo como referência o texto acima, julgue o item a seguir, a respeito da amostragem e de suas técnicas. Em uma auditoria, a utilização da amostragem estatística tem a vantagem de diminuir o risco inerente, além de reduzir o tempo e o custo do trabalho; no entanto, apresenta a desvantagem de não possibilitar o reconhecimento de documentos falsos, caso a empresa auditada utilize de má-fé.",Errado,"www.tecconcursos.com.br/questoes/1295746"
3019,"CEBRASPE (CESPE)","AJ CNJ",2013,"","","A respeito das normas de auditoria aplicáveis ao setor público, julgue o item subsequente, considerando que a sigla TCU corresponde ao Tribunal de Contas da União. Considere que, na determinação da quantidade de processos licitatórios a serem analisados em uma auditoria, o auditor tenha determinado o nível de confiança estatística em 95% e um erro tolerável de 5%, com emprego da amostragem aleatória simples. Nessa situação, durante o processo de revisão, se a supervisão da equipe de auditoria sugerir reduzir o erro tolerável, será necessário aumentar o tamanho da amostra, mantendo-se o mesmo nível de significância.",Certo,"www.tecconcursos.com.br/questoes/102894"
3020,"CEBRASPE (CESPE)","AFT (MTE)",2013,"","","Com referência aos objetivos, técnicas e procedimentos de auditoria, julgue o seguinte item. A aplicação do método da amostragem é, em geral, recomendada nos trabalhos de auditoria, exceto no caso de a população e a amostra serem muito pequenas, no de a população ser grande e suas características serem de difícil mensuração ou no de não haver necessidade de alta precisão.",Errado,"www.tecconcursos.com.br/questoes/127393"
3021,"CEBRASPE (CESPE)","PCF",2013,"","","Com base nas normas aplicáveis à auditoria independente, julgue o item subsecutivo. O não reconhecimento de uma distorção ou de um desvio constitui um risco resultante do uso de amostragem em auditoria.",Errado,"www.tecconcursos.com.br/questoes/131128"
3022,"CEBRASPE (CESPE)","AUFC (TCU)",2013,"","","No que concerne ao planejamento da auditoria, julgue o item seguinte. Recomenda-se o emprego de amostragem estatística na auditoria, exceto em casos de amostra extensa, difícil mensuração das características da população e desnecessidade de alta precisão.",Errado,"www.tecconcursos.com.br/questoes/134096"
3023,"CEBRASPE (CESPE)","Aud (FUB)",2013,"","","Julgue o item seguinte, relativo à amostragem estatística. Uma das vantagens do critério de seleção de itens acima de determinado valor é que, pela lei dos grandes números, tal procedimento permitirá verificar uma grande proporção do valor total de determinada conta ou tipo de transação.",Certo,"www.tecconcursos.com.br/questoes/346211"
3024,"CEBRASPE (CESPE)","Aud (FUB)",2013,"","","Julgue o item seguinte, relativo à amostragem estatística. Um depósito elevado além dos limites usuais, creditado na conta de uma empresa, incompatível com a sua atividade e a sua movimentação, é considerado uma anomalia e deve levar o auditor a obter um alto grau de certeza de que essa distorção ou desvio não seja representativo da população.",Certo,"www.tecconcursos.com.br/questoes/346212"
3025,"CEBRASPE (CESPE)","Aud (FUB)",2013,"","","Julgue o item seguinte, relativo à amostragem estatística. No caso de um auditor se deparar com grandes populações, deverá aumentar proporcionalmente o tamanho da amostra, para assegurar o mesmo grau de confiança que alcançaria no caso de uma população pequena.",Errado,"www.tecconcursos.com.br/questoes/346213"
3026,"CEBRASPE (CESPE)","Aud (FUB)",2013,"","","Julgue o item seguinte, relativo à amostragem estatística. O exame de todos os documentos ou operações pode ser desejável e adequado quando esses documentos ou operações forem poucos e de valor unitário elevado, ou, também, quando houver risco relevante e outros meios não oferecerem evidência de auditoria apropriada e suficiente.",Certo,"www.tecconcursos.com.br/questoes/346214"
3027,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2013,"","","Com base nos procedimentos de emprego de amostragem em auditoria, julgue o item a seguir. Na aplicação de testes de controles, o risco de amostragem pode indicar conclusões incorretas, ao evidenciar uma distorção relevante, que, na verdade, inexiste.",Certo,"www.tecconcursos.com.br/questoes/1301032"
3028,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2013,"","","Com base nos procedimentos de emprego de amostragem em auditoria, julgue o item a seguir. Em auditoria, quando a população é muito grande, deve-se realizar a amostragem, que é a aplicação de procedimentos exclusivamente estatísticos na totalidade da população para a seleção de uma amostra representativa do estudo.",Errado,"www.tecconcursos.com.br/questoes/1301035"
3029,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2013,"","","Com base nos procedimentos de emprego de amostragem em auditoria, julgue o item a seguir. Considere que uma carteira de clientes de uma instituição financeira seja composta pelas classes ouro, prata, cobre e lata. Para que a auditoria realizada nessa instituição possa avaliar a gestão de riscos dos financiamentos concedidos, é mais adequado empregar a amostragem estratificada em função das classes de clientes, o que terá maior probabilidade de aumentar a eficiência do trabalho, desde que as subpopulações sejam distintas e cada classe possua características similares.",Certo,"www.tecconcursos.com.br/questoes/1301038"
3030,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2013,"","","Com base nos procedimentos de emprego de amostragem em auditoria, julgue o item a seguir. A taxa de desvio da amostra, apesar de não representar a estimativa da verdadeira taxa de desvio da população, é uma das análises mais empregadas na prática, sendo calculada pelo quociente entre a quantidade de desvios amostrais e a quantidade de desvios calculados da população.",Errado,"www.tecconcursos.com.br/questoes/1301041"
3031,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2013,"","","Com base nos procedimentos de emprego de amostragem em auditoria, julgue o item a seguir. O risco de amostragem está relacionado, entre outras hipóteses, com a possibilidade de que uma amostra tenha sido selecionada com base em critérios estatísticos corretos, mas que não é adequada para representar a população.",Certo,"www.tecconcursos.com.br/questoes/1301043"
3032,"CEBRASPE (CESPE)","Esp GT (TELEBRAS)",2013,"","","Com base nos procedimentos de emprego de amostragem em auditoria, julgue o item a seguir. Um auditor deve se ater aos aspectos quantitativos dos desvios amostrais obtidos nas amostragens estatísticas, uma vez que os desvios causados por aspectos qualitativos são pouco relevantes para a auditoria.",Errado,"www.tecconcursos.com.br/questoes/1301044"
3033,"CEBRASPE (CESPE)","ACE (TCE ES)",2012,"","","Julgue o item abaixo, referente à amostragem estatística. Caso se verifique, na avaliação dos resultados de uma amostra, mediante o emprego do teste de controle, que a taxa de desvios da amostra é maior que a taxa tolerável de desvio, então a amostragem selecionada é falha.",Certo,"www.tecconcursos.com.br/questoes/143835"
3034,"CEBRASPE (CESPE)","ERAC (ANAC)",2012,"","","Considerando os conceitos de amostragem e aplicações das normas de auditoria relativas à amostragem, julgue o item seguinte. O erro aceitável e o risco de amostragem são inversamente proporcionais ao tamanho da amostra.",Certo,"www.tecconcursos.com.br/questoes/168840"
3035,"CEBRASPE (CESPE)","ERAC (ANAC)",2012,"","","Considerando os conceitos de amostragem e aplicações das normas de auditoria relativas à amostragem, julgue o item seguinte. A redução do tamanho da amostra não implica necessariamente aumento do risco de amostragem.",Certo,"www.tecconcursos.com.br/questoes/168842"
3036,"CEBRASPE (CESPE)","ERAC (ANAC)",2012,"","","Julgue o próximo item, referente à execução dos trabalhos de auditoria e à formação da opinião do auditor. A amostragem por conglomerado é realizada quando a população a ser pesquisada é subdividida em regiões homogêneas quanto às características a serem observadas ou testadas.",Certo,"www.tecconcursos.com.br/questoes/169028"
3037,"CEBRASPE (CESPE)","AJ (TJ RO)",2012,"","","No que se refere à relação entre o nível aceitável de risco de uma amostragem e a amostra, assinale a opção correta.",E,"www.tecconcursos.com.br/questoes/2757829"
